ID, pX, pY, pZ, vX, vY, vZ, aX, aY, aZ, m, fX, fY, fZ
184, 3.3852, 1.33543, 5.41691, -81.0428, -46.7776, -278.046, -162086, -93555.3, -556092, 1, 162086, 93545.5, 556092
185, 3.14389, 0.386425, 7.02683, 6.03695, -3.17915, -4.70127, 12073.9, -6358.31, -9402.55, 1, -12073.9, 6348.5, 9402.55
186, 3.48119, 4.59501, 9.15978, -0.303092, 0.879123, 1.68717, -606.184, 1758.25, 3374.34, 1, 606.184, -1768.06, -3374.34
187, 4.18521, 2.61817, 6.90635, 3.28782, 0.986178, 1.24985, 6575.64, 1972.36, 2499.7, 1, -6575.64, -1982.17, -2499.7
188, 4.26578, 3.36105, 1.38437, 0.0599219, 0.213082, -0.048581, 119.844, 426.165, -97.1621, 1, -119.844, -435.975, 97.1621
189, 4.84098, 1.59568, 6.87541, 0.654929, 3.2424, 6.44974, 1309.86, 6484.81, 12899.5, 1, -1309.86, -6494.62, -12899.5
190, 7.82619, 1.02437, 7.58418, 10653.5, -8845.08, -5711.27, 2.13071e+07, -1.76902e+07, -1.14225e+07, 1, -2.13071e+07, 1.76901e+07, 1.14225e+07
191, 2.5687, 5.93459, 0.941739, -20.7477, -4.05178, 0.975676, -41495.4, -8103.57, 1951.35, 1, 41495.4, 8093.76, -1951.35
192, 2.55944, 1.04632, 0.524868, 0.364865, 0.132989, -0.314015, 729.729, 265.978, -628.03, 1, -729.729, -275.788, 628.03
193, 7.05568, 9.11358, 7.46076, 0.626294, -0.564178, 0.190453, 1252.59, -1128.36, 380.907, 1, -1252.59, 1118.55, -380.907
194, 8.57635, 4.52186, 7.84438, 358.431, -66.1905, -103.644, 716862, -132381, -207288, 1, -716862, 132371, 207288
195, 1.69724, 7.75184, 4.44779, 0.917376, 0.557374, 0.531889, 1834.75, 1114.75, 1063.78, 1, -1834.75, -1124.56, -1063.78
196, 4.09918, 7.87658, 9.83684, 1.27267, 0.521017, 3.11672, 2545.33, 1042.03, 6233.44, 1, -2545.33, -1051.84, -6233.44
197, 7.48205, 7.31339, 1.19624, -0.623706, -0.566361, 0.0429086, -1247.41, -1132.72, 85.8173, 1, 1247.41, 1122.91, -85.8173
198, 0.358687, 9.33353, 8.63035, -0.0408518, 0.516124, 0.0677803, -81.7035, 1032.25, 135.561, 1, 81.7035, -1042.06, -135.561
199, 1.59485, 3.21473, 2.08256, 1.98172, 4.12861, 8.31665, 3963.44, 8257.23, 16633.3, 1, -3963.44, -8267.04, -16633.3
200, 9.31002, 4.4742, 3.09919, 0.172189, -0.396962, 0.0161258, 344.379, -793.925, 32.2515, 1, -344.379, 784.115, -32.2515
201, 4.69377, 8.7308, 3.22211, -4.8512, 3.7857, 0.204126, -9702.4, 7571.41, 408.252, 1, 9702.4, -7581.22, -408.252
202, 1.29444, 9.62223, 7.87575, 0.589329, 1.1353, 0.35715, 1178.66, 2270.6, 714.301, 1, -1178.66, -2280.41, -714.301
203, 9.39481, 5.73319, 7.99499, -153.339, 1235.09, -1211.16, -306678, 2.47019e+06, -2.42231e+06, 1, 306678, -2.4702e+06, 2.42231e+06
204, 7.26267, 6.87723, 8.33968, 0.0140975, -0.455504, 0.101962, 28.1949, -911.008, 203.923, 1, -28.1949, 901.198, -203.923
205, 0.52875, 7.36734, 4.28985, -19.2578, -2.6762, 18.7309, -38515.5, -5352.4, 37461.8, 1, 38515.5, 5342.59, -37461.8
206, 4.76945, 9.00272, 4.1988, -2.61392, -1.81715, 0.687924, -5227.84, -3634.31, 1375.85, 1, 5227.84, 3624.5, -1375.85
207, 7.83139, 3.73845, 5.86784, -10.6567, 55.6101, 4.45068, -21313.4, 111220, 8901.37, 1, 21313.4, -111230, -8901.37
208, 1.53803, 4.22846, 4.3807, 5.86293, 31.4797, -7.74794, 11725.9, 62959.4, -15495.9, 1, -11725.9, -62969.2, 15495.9
209, 6.9925, 8.22218, 2.48398, -7.6046, -7.58288, -10.465, -15209.2, -15165.8, -20930.1, 1, 15209.2, 15155.9, 20930.1
210, 2.75449, 6.9596, 6.22389, -6.87059, -11.5018, 5.22763, -13741.2, -23003.6, 10455.3, 1, 13741.2, 22993.8, -10455.3
211, 0.824452, 9.75743, 4.813, -0.0747538, 1.18382, -1.06902, -149.508, 2367.64, -2138.03, 1, 149.508, -2377.45, 2138.03
212, 2.38688, 6.15419, 8.32104, -0.712791, -0.658513, -0.184119, -1425.58, -1317.03, -368.238, 1, 1425.58, 1307.22, 368.238
213, 5.8259, 5.64378, 2.77482, 0.360188, 0.217837, 0.505727, 720.376, 435.674, 1011.45, 1, -720.376, -445.484, -1011.45
214, 1.46752, 6.4699, 1.51141, -0.364207, -0.894964, 1.59312, -728.414, -1789.93, 3186.23, 1, 728.414, 1780.12, -3186.23
215, 1.53763, 0.837996, 2.43771, -35.7994, -109.394, 51.9626, -71598.8, -218788, 103925, 1, 71598.8, 218778, -103925
216, 2.38672, 1.73819, 3.6041, 0.814275, 1.2185, -1.01934, 1628.55, 2436.99, -2038.67, 1, -1628.55, -2446.8, 2038.67
217, 2.26412, 7.19471, 2.23007, -7337, -105.655, 114.462, -1.4674e+07, -211310, 228925, 1, 1.4674e+07, 211300, -228925
218, 5.75064, 8.18247, 3.06288, 0.108293, 9.26737, 10.336, 216.585, 18534.7, 20671.9, 1, -216.585, -18544.5, -20671.9
219, 1.48105, 4.18748, 1.1316, -7.07462, -6.32397, 0.226036, -14149.2, -12647.9, 452.072, 1, 14149.2, 12638.1, -452.072
220, 9.39879, 8.78826, 3.99033, 1.04324, 0.914517, -3.0138, 2086.48, 1829.03, -6027.6, 1, -2086.48, -1838.84, 6027.6
221, 2.15514, 6.70386, 0.785224, -37.9203, -0.94125, -76.7395, -75840.5, -1882.5, -153479, 1, 75840.5, 1872.69, 153479
222, 7.87881, 6.1912, 3.20277, 0.424733, -0.974115, -2.77905, 849.466, -1948.23, -5558.1, 1, -849.466, 1938.42, 5558.1
223, 0.469464, 4.98136, 1.65452, -143.204, 11.6346, -59.6004, -286409, 23269.2, -119201, 1, 286409, -23279, 119201
224, 4.33675, 9.77332, 2.87057, -1.6409, 0.501023, -1.23199, -3281.8, 1002.05, -2463.98, 1, 3281.8, -1011.86, 2463.98
225, 7.02486, 7.28776, 2.24528, -3.62171, 1.80937, -5.66599, -7243.41, 3618.73, -11332, 1, 7243.41, -3628.54, 11332
226, 1.51935, 2.39862, 5.69631, -0.0429747, 0.104941, -0.0533972, -85.9495, 209.881, -106.794, 1, 85.9495, -219.691, 106.794
227, 6.55905, 1.6691, 4.76924, 817.992, -162.842, -625.676, 1.63598e+06, -325683, -1.25135e+06, 1, -1.63598e+06, 325673, 1.25135e+06
228, 0.51253, 4.81875, 5.92747, 0.00380344, 0.0320723, 0.0950141, 7.60689, 64.1447, 190.028, 1, -7.60689, -73.9547, -190.028
229, 5.30048, 2.56329, 8.40878, 0.064729, 0.00192893, -0.116123, 129.458, 3.85786, -232.247, 1, -129.458, -13.6679, 232.247
230, 4.63569, 2.64127, 3.30231, -0.740369, 0.0786052, 2.77518, -1480.74, 157.21, 5550.36, 1, 1480.74, -167.02, -5550.36
231, 2.16273, 8.75592, 7.74498, 0.431501, 0.21398, -1.12712, 863.003, 427.96, -2254.24, 1, -863.003, -437.77, 2254.24
232, 7.48529, 4.93461, 6.49296, -54.3538, -11.1912, 23.1477, -108708, -22382.5, 46295.3, 1, 108708, 22372.7, -46295.3
233, 7.16238, 2.67167, 6.99536, -0.0619365, 1.40559, -1.15668, -123.873, 2811.17, -2313.36, 1, 123.873, -2820.98, 2313.36
234, 7.52954, 0.951834, 7.49345, -6620.17, -1443.75, -1467.02, -1.32403e+07, -2.88751e+06, -2.93404e+06, 1, 1.32403e+07, 2.8875e+06, 2.93404e+06
235, 5.64861, 1.83153, 8.1129, -0.244149, -0.241499, -0.662076, -488.298, -482.997, -1324.15, 1, 488.298, 473.187, 1324.15
236, 0.950546, 0.0286121, 6.58082, -0.328862, -0.184509, 0.0978389, -657.723, -369.019, 195.678, 1, 657.723, 359.209, -195.678
237, 9.55329, 3.62507, 5.24411, -1.07699, -1.55061, 2.7482, -2153.98, -3101.22, 5496.41, 1, 2153.98, 3091.41, -5496.41
238, 5.02614, 0.379962, 6.50225, 3.03467, 0.731977, -0.753584, 6069.35, 1463.95, -1507.17, 1, -6069.35, -1473.76, 1507.17
239, 3.3386, 3.87224, 8.05598, 0.0249281, 0.475802, -0.371307, 49.8562, 951.605, -742.615, 1, -49.8562, -961.415, 742.615
240, 8.35288, 4.13391, 8.00961, -79.1331, -108.485, 18.9676, -158266, -216971, 37935.1, 1, 158266, 216961, -37935.1
241, 8.70242, 3.7872, 4.39749, 0.54839, 0.0639449, 0.173912, 1096.78, 127.89, 347.824, 1, -1096.78, -137.7, -347.824
242, 1.56204, 3.10721, 7.05778, -0.060177, 0.319321, 0.0930213, -120.354, 638.643, 186.043, 1, 120.354, -648.453, -186.043
243, 9.29346, 6.52903, 0.882743, 89.023, -16.6242, 141.796, 178046, -33248.4, 283592, 1, -178046, 33238.6, -283592
244, 1.39757, 1.36224, 6.79294, -23.5725, -22.755, 78.3142, -47145, -45509.9, 156628, 1, 47145, 45500.1, -156628
245, 9.16198, 0.718151, 9.18682, -2.80961, 1.89278, -3.21668, -5619.22, 3785.57, -6433.36, 1, 5619.22, -3795.38, 6433.36
246, 5.78714, 7.30767, 7.36211, -3.40711, -0.04757, -3.88643, -6814.23, -95.14, -7772.85, 1, 6814.23, 85.33, 7772.85
247, 1.30447, 5.62371, 8.59901, -0.350711, 4.27246, -6.94373, -701.422, 8544.92, -13887.5, 1, 701.422, -8554.73, 13887.5
248, 2.93999, 3.75359, 4.09887, -6.54343, 1.05873, 0.545668, -13086.9, 2117.46, 1091.34, 1, 13086.9, -2127.27, -1091.34
249, 3.61061, 4.25809, 3.32056, -47.258, 11.7811, 23.9968, -94515.9, 23562.3, 47993.6, 1, 94515.9, -23572.1, -47993.6
250, 6.55663, 8.82426, 7.79103, 0.105484, 0.524629, -7.48608, 210.969, 1049.26, -14972.2, 1, -210.969, -1059.07, 14972.2
251, 6.70701, 1.10385, 7.32011, 5.52458, -2.81585, -0.0144518, 11049.2, -5631.7, -28.9037, 1, -11049.2, 5621.89, 28.9037
252, 5.39041, 8.24227, 9.40115, -0.193686, 0.370196, -6.24047, -387.372, 740.391, -12480.9, 1, 387.372, -750.201, 12480.9
253, 5.60604, 6.26873, 9.17127, -257.598, -179.487, -222.853, -515196, -358974, -445706, 1, 515196, 358964, 445706
254, 4.41898, 8.94564, 0.500407, 4.82813, 1.67696, 0.47721, 9656.26, 3353.93, 954.419, 1, -9656.26, -3363.74, -954.419
255, 3.02275, 4.67457, 5.85735, 39.8805, -22.6239, 65.1481, 79760.9, -45247.8, 130296, 1, -79760.9, 45238, -130296
256, 3.99092, 1.13204, 0.778178, 10.5884, 2.33818, -26.6241, 21176.8, 4676.37, -53248.3, 1, -21176.8, -4686.18, 53248.3
257, 9.67088, 7.55065, 5.6239, -2.88829, 0.781723, 3.1593, -5776.57, 1563.45, 6318.59, 1, 5776.57, -1573.26, -6318.59
258, 8.56594, 5.18065, 9.11937, -0.0099654, 0.258178, 0.237299, -19.9308, 516.356, 474.598, 1, 19.9308, -526.166, -474.598
259, 6.08867, 8.23372, 6.07434, -3.17208, 28.2172, -21.2736, -6344.16, 56434.5, -42547.2, 1, 6344.16, -56444.3, 42547.2
260, 6.83997, 0.236764, 1.55851, -2.48725, -1.47528, 1.23573, -4974.5, -2950.57, 2471.46, 1, 4974.5, 2940.76, -2471.46
261, 4.22923, 9.50513, 7.12217, 193.487, 111.341, -169.498, 386974, 222682, -338997, 1, -386974, -222692, 338997
262, 7.90647, 9.69872, 3.37188, 15.3482, -2.50168, 6.11644, 30696.5, -5003.36, 12232.9, 1, -30696.5, 4993.55, -12232.9
263, 8.89222, 4.17962, 3.94078, 0.082559, -0.065213, -0.118476, 165.118, -130.426, -236.952, 1, -165.118, 120.616, 236.952
264, 8.01, 5.2267, 8.63779, -0.517242, -0.418251, -1.99346, -1034.48, -836.501, -3986.92, 1, 1034.48, 826.691, 3986.92
265, 0.210561, 8.20957, 4.22616, -0.265869, 0.514145, 0.117121, -531.738, 1028.29, 234.242, 1, 531.738, -1038.1, -234.242
266, 0.389968, 3.65002, 6.0453, -0.95464, -23.1171, -24.125, -1909.28, -46234.3, -48250.1, 1, 1909.28, 46224.5, 48250.1
267, 9.86951, 6.50361, 9.12868, 0.137854, -0.423534, -0.120613, 275.709, -847.067, -241.226, 1, -275.709, 837.257, 241.226
268, 8.81183, 7.14939, 2.42973, -0.745062, -1.59463, -0.485455, -1490.12, -3189.26, -970.909, 1, 1490.12, 3179.45, 970.909
269, 0.690509, 6.12372, 4.34242, -415.321, 3919.4, -12379.4, -830642, 7.83881e+06, -2.47588e+07, 1, 830642, -7.83882e+06, 2.47588e+07
270, 7.39346, 9.60354, 7.66851, 0.0784815, -0.039301, 0.103263, 156.963, -78.6021, 206.526, 1, -156.963, 68.7921, -206.526
271, 0.0882016, 6.83859, 9.77954, 0.220447, 0.180995, 0.127834, 440.895, 361.989, 255.669, 1, -440.895, -371.799, -255.669
272, 4.27418, 6.26119, 9.82709, -0.093422, 0.323084, 0.0264628, -186.844, 646.167, 52.9256, 1, 186.844, -655.977, -52.9256
273, 2.98186, 7.1129, 6.2495, 65.6363, 12.5976, 9.3764, 131273, 25195.1, 18752.8, 1, -131273, -25205, -18752.8
274, 2.03128, 4.16369, 1.32301, 5.16626, -0.557808, 2.08487, 10332.5, -1115.62, 4169.73, 1, -10332.5, 1105.81, -4169.73
275, 1.25653, 6.44268, 7.86866, -1.33411, 0.197261, 0.480504, -2668.22, 394.521, 961.008, 1, 2668.22, -404.331, -961.008
276, 5.56181, 0.942333, 4.94035, -31.9247, 4.21596, -10.3999, -63849.5, 8431.92, -20799.7, 1, 63849.5, -8441.73, 20799.7
277, 3.90277, 4.29356, 0.261692, 0.0319465, 0.125958, -0.14722, 63.893, 251.917, -294.441, 1, -63.893, -261.727, 294.441
278, 3.68203, 6.01865, 5.84157, 370.488, 573.507, -386.205, 740977, 1.14701e+06, -772410, 1, -740977, -1.14702e+06, 772410
279, 0.92788, 8.96186, 5.26319, 0.100558, -0.134145, 0.0644817, 201.117, -268.289, 128.963, 1, -201.117, 258.479, -128.963
280, 9.88503, 7.33187, 4.8286, -29.6509, -14.3055, -107.9, -59301.7, -28611.1, -215800, 1, 59301.7, 28601.3, 215800
281, 7.63087, 4.1952, 8.7168, 2.49286, 0.0317986, -1.12935, 4985.72, 63.5972, -2258.69, 1, -4985.72, -73.4072, 2258.69
282, 7.04892, 1.95652, 5.03603, -41.1108, 7.63885, 21.4204, -82221.6, 15277.7, 42840.9, 1, 82221.6, -15287.5, -42840.9
283, 3.97555, 6.73707, 3.86716, 0.194787, 0.10408, 0.430526, 389.574, 208.159, 861.051, 1, -389.574, -217.969, -861.051
284, 3.58283, 7.81002, 5.24906, 1.07697, 0.83175, -1.37909, 2153.95, 1663.5, -2758.18, 1, -2153.95, -1673.31, 2758.18
285, 4.01296, 7.33409, 4.69587, -8.2781, -14.8905, -45.3018, -16556.2, -29781.1, -90603.5, 1, 16556.2, 29771.3, 90603.5
286, 3.48627, 3.27465, 2.33637, 0.429597, -0.0376979, 0.611454, 859.195, -75.3957, 1222.91, 1, -859.195, 65.5857, -1222.91
287, 2.03026, 9.98204, 6.46915, -0.00694639, 0.0966481, 0.128622, -13.8928, 193.296, 257.243, 1, 13.8928, -203.106, -257.243
288, 3.8871, 6.37891, 5.77244, -14.8053, -30.7189, -1.38791, -29610.6, -61437.9, -2775.82, 1, 29610.6, 61428.1, 2775.82
289, 5.19081, 0.663951, 2.47854, -0.713091, -1.05337, -1.34405, -1426.18, -2106.75, -2688.1, 1, 1426.18, 2096.94, 2688.1
290, 0.299735, 4.44037, 8.59643, -0.117141, -0.164562, 0.0546346, -234.281, -329.124, 109.269, 1, 234.281, 319.314, -109.269
291, 8.4489, 5.01329, 4.21311, -0.114833, -0.180508, -0.804019, -229.667, -361.017, -1608.04, 1, 229.667, 351.207, 1608.04
292, 4.07253, 8.56567, 0.647005, -3.04689, -6.78369, 4.19575, -6093.77, -13567.4, 8391.51, 1, 6093.77, 13557.6, -8391.51
293, 2.45774, 7.10988, 2.12038, -2171.52, -1018.45, -1378.12, -4.34304e+06, -2.0369e+06, -2.75624e+06, 1, 4.34304e+06, 2.03689e+06, 2.75624e+06
294, 5.28243, 1.16171, 2.80892, 0.970323, 1.90078, -0.477976, 1940.65, 3801.55, -955.952, 1, -1940.65, -3811.36, 955.952
295, 4.86405, 3.34564, 7.53108, 0.0687694, 0.0722309, 0.472433, 137.539, 144.462, 944.866, 1, -137.539, -154.272, -944.866
296, 6.97284, 4.54756, 8.49312, 1.73057, 3.37801, -4.06724, 3461.15, 6756.02, -8134.47, 1, -3461.15, -6765.83, 8134.47
297, 0.942554, 6.21407, 9.65925, -3.41468, 13.3501, -4.87806, -6829.35, 26700.1, -9756.11, 1, 6829.35, -26710, 9756.11
298, 9.72669, 4.55811, 7.22164, 0.0974164, 0.245747, 0.0861252, 194.833, 491.494, 172.25, 1, -194.833, -501.304, -172.25
299, 9.73192, 9.59582, 7.73197, -0.051838, -0.0246647, -0.212253, -103.676, -49.3295, -424.506, 1, 103.676, 39.5195, 424.506
300, 3.49158, 3.88078, 4.19445, -6.36219, 20.596, -2.73003, -12724.4, 41192, -5460.07, 1, 12724.4, -41201.9, 5460.07
301, 5.20918, 5.71021, 3.69764, 3.61199, 9.01816, 2.44363, 7223.99, 18036.3, 4887.26, 1, -7223.99, -18046.1, -4887.26
302, 4.95688, 2.3643, 2.64384, 1.05639, -0.696128, -1.80811, 2112.78, -1392.26, -3616.22, 1, -2112.78, 1382.45, 3616.22
303, 6.77908, 0.0902408, 4.8108, -0.17633, -0.102732, -0.516343, -352.66, -205.464, -1032.69, 1, 352.66, 195.654, 1032.69
304, 8.27466, 6.45798, 0.931919, -410.041, -67.9474, 143.815, -820081, -135895, 287631, 1, 820081, 135885, -287631
305, 0.667486, 3.58003, 7.26141, 0.0564277, 0.233487, 0.0788699, 112.855, 466.974, 157.74, 1, -112.855, -476.784, -157.74
306, 9.72917, 0.139695, 6.25055, 2.04888, 0.26885, 0.322637, 4097.76, 537.701, 645.274, 1, -4097.76, -547.511, -645.274
307, 2.93059, 1.23194, 2.64709, -30.6946, 6.89959, -69.6679, -61389.3, 13799.2, -139336, 1, 61389.3, -13809, 139336
308, 9.88493, 0.648379, 9.08178, 1.62171, 0.0387954, -0.48733, 3243.41, 77.5907, -974.66, 1, -3243.41, -87.4007, 974.66
309, 0.00955255, 1.98369, 7.2639, -37.7178, -86.3343, 113.882, -75435.6, -172669, 227765, 1, 75435.6, 172659, -227765
310, 0.61141, 7.54811, 3.928, 1.20875, 8.9403, -2.25965, 2417.49, 17880.6, -4519.31, 1, -2417.49, -17890.4, 4519.31
311, 8.35093, 9.06126, 6.62926, -9.79612, -22.4567, 10.3837, -19592.2, -44913.4, 20767.3, 1, 19592.2, 44903.6, -20767.3
312, 3.15551, 2.06569, 1.55616, 11.8322, -4.40685, -7.61076, 23664.4, -8813.7, -15221.5, 1, -23664.4, 8803.89, 15221.5
313, 2.14887, 0.114729, 7.90326, 0.068847, 0.0447814, -0.0755658, 137.694, 89.5628, -151.132, 1, -137.694, -99.3728, 151.132
314, 0.509086, 7.3543, 2.2567, 252.149, -41.9124, 518.9, 504298, -83824.8, 1.0378e+06, 1, -504298, 83815, -1.0378e+06
315, 1.91011, 7.72551, 7.77957, 9.70789, -12.4231, 11.967, 19415.8, -24846.1, 23934.1, 1, -19415.8, 24836.3, -23934.1
316, 7.83363, 2.11432, 8.96564, 0.156433, 0.252256, 0.993947, 312.867, 504.511, 1987.89, 1, -312.867, -514.321, -1987.89
317, 7.74261, 3.88949, 1.25799, 25.3282, 49.0583, -39.1089, 50656.3, 98116.6, -78217.7, 1, -50656.3, -98126.5, 78217.7
318, 6.31722, 7.49581, 7.69675, 32.3606, 6.575, -15.7082, 64721.2, 13150, -31416.5, 1, -64721.2, -13159.8, 31416.5
319, 0.857739, 0.435403, 6.93654, -0.876591, -2.12353, -1.35875, -1753.18, -4247.06, -2717.49, 1, 1753.18, 4237.25, 2717.49
320, 6.77835, 1.36325, 7.04601, 16.2717, -15.9491, 14.2761, 32543.4, -31898.2, 28552.2, 1, -32543.4, 31888.4, -28552.2
321, 6.69862, 6.14036, 7.34965, -35.0453, 42.597, 51.7925, -70090.7, 85194, 103585, 1, 70090.7, -85203.8, -103585
322, 5.69279, 0.475117, 3.43471, 0.136531, -0.210466, 0.154193, 273.062, -420.932, 308.385, 1, -273.062, 411.122, -308.385
323, 1.37717, 0.305676, 8.11662, 0.524314, 0.749695, -0.710227, 1048.63, 1499.39, -1420.45, 1, -1048.63, -1509.2, 1420.45
324, 6.24383, 6.70132, 9.17322, 35.1142, -37.4346, -22.8287, 70228.5, -74869.2, -45657.4, 1, -70228.5, 74859.4, 45657.4
325, 8.65675, 9.62254, 3.96651, 0.585708, 1.25291, -3.06247, 1171.42, 2505.82, -6124.95, 1, -1171.42, -2515.63, 6124.95
326, 6.99435, 9.91212, 6.55415, -0.699812, 9.51611, -3.66222, -1399.62, 19032.2, -7324.43, 1, 1399.62, -19042, 7324.43
327, 5.80999, 8.77501, 6.75554, -9.66475, -6.89274, 4.48189, -19329.5, -13785.5, 8963.78, 1, 19329.5, 13775.7, -8963.78
328, 4.35106, 5.21377, 4.48491, 3.03349, 2.59993, 0.425518, 6066.99, 5199.85, 851.037, 1, -6066.99, -5209.66, -851.037
329, 2.70639, 0.382614, 6.46044, -3.1529, -1.07386, 1.86269, -6305.8, -2147.72, 3725.39, 1, 6305.8, 2137.91, -3725.39
330, 2.64332, 1.20305, 6.64865, 4.51609, 10.2993, 7.14937, 9032.18, 20598.6, 14298.7, 1, -9032.18, -20608.5, -14298.7
331, 7.15918, 8.94479, 5.5943, 0.198594, 0.124108, -0.102881, 397.188, 248.217, -205.761, 1, -397.188, -258.027, 205.761
332, 2.15328, 8.73247, 9.50013, 2.14741, -0.900008, -3.83843, 4294.83, -1800.02, -7676.86, 1, -4294.83, 1790.21, 7676.86
333, 1.8109, 1.59028, 1.07157, 2.87212, 19.6342, -9.16367, 5744.24, 39268.5, -18327.3, 1, -5744.24, -39278.3, 18327.3
334, 6.34039, 7.58728, 7.99765, -19.045, -43.0144, -136.693, -38090.1, -86028.7, -273386, 1, 38090.1, 86018.9, 273386
335, 4.1875, 1.44746, 4.08488, -21.5099, -3.02947, -2.19849, -43019.8, -6058.94, -4396.98, 1, 43019.8, 6049.13, 4396.98
336, 7.55563, 3.45199, 5.87747, -49.5864, -5.53544, 13.8628, -99172.8, -11070.9, 27725.5, 1, 99172.8, 11061.1, -27725.5
337, 6.92579, 2.95279, 7.52549, -0.5556, 1.68734, -1.95612, -1111.2, 3374.68, -3912.24, 1, 1111.2, -3384.49, 3912.24
338, 4.31596, 2.05198, 1.10782, 1.87501, 3.33437, -5.83242, 3750.02, 6668.73, -11664.8, 1, -3750.02, -6678.54, 11664.8
339, 9.22587, 3.29029, 1.07311, 0.406082, 0.528689, 0.114204, 812.165, 1057.38, 228.407, 1, -812.165, -1067.19, -228.407
340, 2.88786, 2.22119, 7.53047, 0.813547, 1.3782, -2.40998, 1627.09, 2756.39, -4819.96, 1, -1627.09, -2766.2, 4819.96
341, 9.7659, 1.05467, 7.90437, 0.0204382, -0.0145194, -0.0235928, 40.8763, -29.0387, -47.1857, 1, -40.8763, 19.2287, 47.1857
342, 4.41172, 2.62065, 1.42943, 0.572925, 2.53149, 2.1588, 1145.85, 5062.98, 4317.6, 1, -1145.85, -5072.79, -4317.6
343, 5.59703, 2.53609, 2.45307, -2.55817, -1.2288, -2.99303, -5116.34, -2457.61, -5986.05, 1, 5116.34, 2447.8, 5986.05
344, 1.98251, 9.26897, 0.413174, 0.299616, 0.103591, -0.113805, 599.232, 207.182, -227.61, 1, -599.232, -216.992, 227.61
345, 2.42348, 7.54453, 0.512565, -0.482578, 0.263934, -0.709018, -965.155, 527.869, -1418.04, 1, 965.155, -537.679, 1418.04
346, 3.59511, 7.34817, 5.98386, -37.7983, 9.38263, 7.22014, -75596.6, 18765.3, 14440.3, 1, 75596.6, -18775.1, -14440.3
347, 2.79617, 2.38734, 1.77378, 8.9098, 24.6808, -8.01442, 17819.6, 49361.5, -16028.8, 1, -17819.6, -49371.3, 16028.8
348, 7.42913, 7.30001, 8.26022, 0.331231, 0.259912, 0.00529615, 662.462, 519.824, 10.5923, 1, -662.462, -529.634, -10.5923
349, 3.67719, 0.487638, 3.72452, -26.299, 36.6587, -11.729, -52598, 73317.5, -23458.1, 1, 52598, -73327.3, 23458.1
350, 3.88215, 1.62058, 4.79676, -0.61586, -0.765174, -0.12757, -1231.72, -1530.35, -255.14, 1, 1231.72, 1520.54, 255.14
351, 4.15528, 6.58532, 4.79351, 1.22528, 3.07924, -3.4615, 2450.56, 6158.48, -6923.01, 1, -2450.56, -6168.29, 6923.01
352, 6.79312, 1.38871, 6.20058, -0.440049, -0.172778, -0.20797, -880.098, -345.555, -415.939, 1, 880.098, 335.745, 415.939
353, 3.57274, 9.47971, 7.38623, -235.885, 64.2443, -7.31106, -471769, 128489, -14622.1, 1, 471769, -128498, 14622.1
354, 3.20908, 8.17806, 0.184699, -1.74437, -1.94836, 0.0780476, -3488.75, -3896.72, 156.095, 1, 3488.75, 3886.91, -156.095
355, 2.48343, 6.57064, 6.63873, 33.8393, 0.327998, -45.2283, 67678.5, 655.995, -90456.6, 1, -67678.5, -665.805, 90456.6
356, 9.55529, 2.6723, 6.26032, 0.499127, 0.807964, 0.657458, 998.255, 1615.93, 1314.92, 1, -998.255, -1625.74, -1314.92
357, 9.77426, 4.32006, 4.17016, 1.98885, 1.78947, 0.0867992, 3977.71, 3578.94, 173.598, 1, -3977.71, -3588.75, -173.598
358, 6.94454, 4.29823, 3.4179, 2.66024, 1.76098, 0.188391, 5320.48, 3521.96, 376.782, 1, -5320.48, -3531.77, -376.782
359, 5.26442, 2.16035, 6.24255, -6.49369, -5.87867, -1.50812, -12987.4, -11757.3, -3016.25, 1, 12987.4, 11747.5, 3016.25
360, 6.22727, 4.55759, 4.98046, -85.4948, 5.1214, 28.6476, -170990, 10242.8, 57295.3, 1, 170990, -10252.6, -57295.3
361, 9.2139, 4.93893, 2.6887, 0.263603, -0.0645288, -1.35742, 527.207, -129.058, -2714.83, 1, -527.207, 119.248, 2714.83
362, 8.2914, 0.562037, 2.52991, 0.1721, 0.175069, 0.163914, 344.2, 350.138, 327.829, 1, -344.2, -359.948, -327.829
363, 0.479238, 6.7231, 9.65371, -0.103322, 0.0602625, 0.0173517, -206.644, 120.525, 34.7035, 1, 206.644, -130.335, -34.7035
364, 8.79765, 4.10774, 8.80135, -0.320781, 1.84477, -1.11137, -641.561, 3689.54, -2222.75, 1, 641.561, -3699.35, 2222.75
365, 2.48596, 9.65534, 5.72372, -3.87374, -0.0336291, -2.84741, -7747.48, -67.2582, -5694.83, 1, 7747.48, 57.4482, 5694.83
366, 1.6019, 2.94987, 9.85036, -1.81236, -0.0755479, 1.37828, -3624.73, -151.096, 2756.56, 1, 3624.73, 141.286, -2756.56
367, 3.42522, 5.281, 6.90811, -0.587364, 0.00787094, 0.761124, -1174.73, 15.7419, 1522.25, 1, 1174.73, -25.5519, -1522.25
368, 3.09696, 8.85184, 7.08382, -271.956, 669.076, -126.11, -543913, 1.33815e+06, -252219, 1, 543913, -1.33816e+06, 252219
369, 5.11425, 2.79466, 1.57631, 0.214549, 0.0679726, 0.202641, 429.097, 135.945, 405.282, 1, -429.097, -145.755, -405.282
