ID, pX, pY, pZ, vX, vY, vZ, aX, aY, aZ, m, fX, fY, fZ
1032, 1.86347, 1.76939, 3.85635, -1.25638, 0.895211, 0.22833, -2512.75, 1790.42, 456.66, 1, 2512.75, -1800.23, -456.66
1033, 4.45168, 5.91157, 1.80162, -0.329028, 1.68465, 0.971127, -658.056, 3369.31, 1942.25, 1, 658.056, -3379.12, -1942.25
1034, 7.58664, 6.18177, 6.29639, 10.3352, -14.2096, 7.37274, 20670.4, -28419.3, 14745.5, 1, -20670.4, 28409.5, -14745.5
1035, 6.24701, 2.32273, 1.83165, -0.183955, 0.634878, -1.38899, -367.909, 1269.76, -2777.98, 1, 367.909, -1279.57, 2777.98
1036, 4.50888, 2.57791, 0.590577, -1.48977, -0.855824, -6.20508, -2979.54, -1711.65, -12410.2, 1, 2979.54, 1701.84, 12410.2
1037, 8.92224, 0.622988, 5.69818, 2.52628, 1.50882, -6.13885, 5052.55, 3017.63, -12277.7, 1, -5052.55, -3027.44, 12277.7
1038, 1.10936, 5.49198, 9.87313, 255.952, 88.6286, 1388.38, 511903, 177257, 2.77677e+06, 1, -511903, -177267, -2.77677e+06
1039, 7.17697, 3.55558, 8.31087, -0.564216, -0.00579536, -0.540547, -1128.43, -11.5907, -1081.09, 1, 1128.43, 1.78073, 1081.09
1040, 0.109828, 2.74114, 6.11879, -2.07621, -1.9644, 3.51147, -4152.41, -3928.81, 7022.95, 1, 4152.41, 3919, -7022.95
1041, 6.01979, 8.79595, 5.83094, 3.86422, 3.19665, 11.965, 7728.43, 6393.3, 23930, 1, -7728.43, -6403.11, -23930
1042, 6.63507, 2.17049, 8.4679, 0.355027, -0.520124, -4.24829, 710.055, -1040.25, -8496.58, 1, -710.055, 1030.44, 8496.58
1043, 2.97035, 3.23139, 1.97768, 11.1555, -52.8834, 34.3512, 22311, -105767, 68702.4, 1, -22311, 105757, -68702.4
1044, 0.972393, 9.4574, 0.302952, 104.419, -221.81, 251.907, 208838, -443621, 503814, 1, -208838, 443611, -503814
1045, 3.66698, 9.2031, 3.21408, 7.48556, -4.70928, 0.803406, 14971.1, -9418.57, 1606.81, 1, -14971.1, 9408.76, -1606.81
1046, 8.49749, 2.79385, 6.00278, 1.57857, -3.69278, 1.88165, 3157.14, -7385.56, 3763.3, 1, -3157.14, 7375.75, -3763.3
1047, 9.71175, 4.56983, 5.06206, 0.507201, -0.111491, -0.125646, 1014.4, -222.982, -251.292, 1, -1014.4, 213.172, 251.292
1048, 3.89668, 2.85551, 9.98202, -0.330512, -0.187384, 0.581043, -661.025, -374.768, 1162.09, 1, 661.025, 364.958, -1162.09
1049, 7.10058, 4.28783, 2.03749, 0.391488, 0.393416, -0.51859, 782.977, 786.831, -1037.18, 1, -782.977, -796.641, 1037.18
1050, 7.91692, 2.7428, 7.98386, 0.0572653, 0.139256, -0.054422, 114.531, 278.512, -108.844, 1, -114.531, -288.322, 108.844
1051, 0.71318, 0.112207, 4.61398, 0.422189, -0.280962, 0.194334, 844.378, -561.925, 388.667, 1, -844.378, 552.115, -388.667
1052, 4.00771, 5.37762, 9.76961, 84.4329, -41.2137, -14.3081, 168866, -82427.5, -28616.2, 1, -168866, 82417.6, 28616.2
1053, 8.21554, 7.914, 9.40687, 0.0595195, 0.0208737, 0.0576126, 119.039, 41.7474, 115.225, 1, -119.039, -51.5574, -115.225
1054, 3.93749, 9.80294, 5.9399, -24.453, 8.07611, 31.8619, -48905.9, 16152.2, 63723.8, 1, 48905.9, -16162, -63723.8
1055, 8.97842, 8.95399, 1.85166, 11.2258, 33.0248, 0.231549, 22451.6, 66049.5, 463.098, 1, -22451.6, -66059.3, -463.098
1056, 5.01106, 1.6095, 6.12204, 12.6754, 0.839019, -2.19283, 25350.8, 1678.04, -4385.67, 1, -25350.8, -1687.85, 4385.67
1057, 7.37916, 6.48557, 5.94435, 3.35207, -9.28419, -19.8366, 6704.14, -18568.4, -39673.1, 1, -6704.14, 18558.6, 39673.1
1058, 5.39979, 8.76624, 1.1637, 50.5805, -95.8602, -94.5295, 101161, -191720, -189059, 1, -101161, 191711, 189059
1059, 4.53293, 2.60664, 2.76376, -1.21342, 1.46997, -2.132, -2426.84, 2939.94, -4264.01, 1, 2426.84, -2949.75, 4264.01
1060, 4.26073, 9.61806, 5.56541, 39.8535, -6.91163, -50.8681, 79706.9, -13823.3, -101736, 1, -79706.9, 13813.5, 101736
1061, 4.02783, 8.68605, 6.70946, -0.946352, -1.93955, 0.261778, -1892.7, -3879.1, 523.556, 1, 1892.7, 3869.29, -523.556
1062, 9.69351, 1.9774, 1.84429, 10.9976, 0.417476, -0.624588, 21995.2, 834.952, -1249.18, 1, -21995.2, -844.762, 1249.18
1063, 6.65895, 5.01683, 4.27762, 0.104315, -0.861176, -2.14545, 208.629, -1722.35, -4290.9, 1, -208.629, 1712.54, 4290.9
1064, 3.76204, 5.83005, 0.376975, -0.27051, 0.541836, 0.335169, -541.019, 1083.67, 670.338, 1, 541.019, -1093.48, -670.338
1065, 0.841805, 5.92646, 1.41704, 0.168702, 2.91195, 3.08246, 337.405, 5823.9, 6164.92, 1, -337.405, -5833.71, -6164.92
1066, 3.40985, 7.33446, 6.04399, 17.1559, -22.7302, 7.32364, 34311.7, -45460.4, 14647.3, 1, -34311.7, 45450.6, -14647.3
1067, 9.2495, 5.4142, 3.82552, -0.153058, -0.09988, 0.205967, -306.116, -199.76, 411.933, 1, 306.116, 189.95, -411.933
1068, 3.25983, 1.52775, 5.77306, -235.214, 243.708, 79.0726, -470429, 487416, 158145, 1, 470429, -487426, -158145
1069, 0.296609, 6.43561, 7.79104, -0.204252, -0.107819, -0.161205, -408.503, -215.639, -322.411, 1, 408.503, 205.829, 322.411
1070, 2.34979, 2.59882, 5.85324, 3.51775, -1.82898, -2.07267, 7035.49, -3657.96, -4145.34, 1, -7035.49, 3648.15, 4145.34
1071, 9.62301, 4.37243, 9.24804, 0.0376016, -0.734652, -1.31803, 75.2033, -1469.3, -2636.06, 1, -75.2033, 1459.49, 2636.06
1072, 3.55483, 9.40186, 0.69226, -5.23876, 8.36977, -30.8961, -10477.5, 16739.5, -61792.2, 1, 10477.5, -16749.3, 61792.2
1073, 4.12934, 8.9763, 0.31611, 1.04462, -11.5038, -2.46498, 2089.24, -23007.7, -4929.96, 1, -2089.24, 22997.9, 4929.96
1074, 1.76252, 5.63154, 7.41298, 7.88011, -16.8252, -7.14533, 15760.2, -33650.4, -14290.7, 1, -15760.2, 33640.6, 14290.7
1075, 0.328935, 5.14337, 2.90595, -0.0411184, 0.0808217, 0.0445531, -82.2369, 161.643, 89.1062, 1, 82.2369, -171.453, -89.1062
1076, 8.62959, 9.58822, 4.5207, -0.30536, 1.09588, 2.35835, -610.72, 2191.77, 4716.69, 1, 610.72, -2201.58, -4716.69
1077, 9.87322, 9.43875, 4.87433, 0.085206, 0.0736117, 0.0158902, 170.412, 147.223, 31.7805, 1, -170.412, -157.033, -31.7805
1078, 4.64626, 2.76442, 7.00293, -1.90526, -0.682563, 0.175961, -3810.52, -1365.13, 351.923, 1, 3810.52, 1355.32, -351.923
1079, 1.92323, 2.47654, 8.24594, 0.0409999, 0.00702152, -0.137362, 81.9998, 14.043, -274.724, 1, -81.9998, -23.853, 274.724
1080, 3.24737, 9.62673, 6.91131, -3.12145, 2.50844, -1.08711, -6242.89, 5016.89, -2174.23, 1, 6242.89, -5026.7, 2174.23
1081, 4.8745, 9.68138, 0.527409, 3.94782, -1.57789, 14.1524, 7895.63, -3155.77, 28304.8, 1, -7895.63, 3145.96, -28304.8
1082, 4.76492, 5.48936, 1.32346, 12.6058, -3.7199, 27.5637, 25211.6, -7439.8, 55127.4, 1, -25211.6, 7429.99, -55127.4
1083, 5.87284, 9.65299, 5.54977, -0.0391181, 0.124373, -0.222818, -78.2362, 248.746, -445.635, 1, 78.2362, -258.556, 445.635
1084, 0.182416, 1.2222, 4.50375, -47.8664, 7.26608, 34.1276, -95732.8, 14532.2, 68255.3, 1, 95732.8, -14542, -68255.3
1085, 7.25702, 0.563516, 9.97515, 2.70949, 1.60235, 5.21532, 5418.98, 3204.7, 10430.6, 1, -5418.98, -3214.51, -10430.6
1086, 8.89698, 7.58487, 4.95359, -0.186886, -1.0033, 1.30599, -373.772, -2006.59, 2611.98, 1, 373.772, 1996.78, -2611.98
1087, 2.69402, 6.96392, 6.91667, 43.2991, 42.4904, -27.32, 86598.3, 84980.9, -54640, 1, -86598.3, -84990.7, 54640
1088, 3.12891, 9.34337, 7.85839, -1.03388, 0.238542, 0.984744, -2067.76, 477.084, 1969.49, 1, 2067.76, -486.894, -1969.49
1089, 4.5679, 8.54551, 8.09635, -20.6071, -0.9372, 0.176413, -41214.2, -1874.4, 352.826, 1, 41214.2, 1864.59, -352.826
1090, 2.04687, 3.63323, 9.04764, 9.81221, -9.86486, -42.8739, 19624.4, -19729.7, -85747.8, 1, -19624.4, 19719.9, 85747.8
1091, 1.74317, 5.74101, 0.771903, -0.186262, -0.903156, 0.818246, -372.523, -1806.31, 1636.49, 1, 372.523, 1796.5, -1636.49
1092, 3.102, 2.41905, 0.671441, 0.243237, 0.147236, 0.125323, 486.473, 294.473, 250.645, 1, -486.473, -304.283, -250.645
1093, 0.39212, 0.46923, 4.33074, -0.854302, -0.641444, -1.84328, -1708.6, -1282.89, -3686.56, 1, 1708.6, 1273.08, 3686.56
1094, 2.07939, 6.8526, 7.19512, -13.1783, 6.46223, -1.14504, -26356.5, 12924.5, -2290.07, 1, 26356.5, -12934.3, 2290.07
1095, 1.06014, 7.25006, 7.30073, 1.39164, 1.45207, -0.442575, 2783.27, 2904.15, -885.149, 1, -2783.27, -2913.96, 885.149
1096, 0.806002, 6.75081, 9.09831, -0.0640323, 0.118926, -0.029385, -128.065, 237.852, -58.7699, 1, 128.065, -247.662, 58.7699
1097, 3.79367, 7.78483, 9.36245, -1.67472, -0.22448, -1.34729, -3349.45, -448.961, -2694.57, 1, 3349.45, 439.151, 2694.57
1098, 7.76716, 9.9001, 9.7961, 0.89713, 0.572756, 0.157795, 1794.26, 1145.51, 315.589, 1, -1794.26, -1155.32, -315.589
1099, 7.38434, 3.05324, 8.9097, 2.63791, 1.63808, -1.37404, 5275.82, 3276.15, -2748.09, 1, -5275.82, -3285.96, 2748.09
1100, 0.777844, 2.90769, 6.14547, 0.747499, 1.91455, -0.774866, 1495, 3829.1, -1549.73, 1, -1495, -3838.91, 1549.73
1101, 9.27751, 7.83517, 5.81788, 4.19051, 4.89968, -7.56248, 8381.03, 9799.36, -15125, 1, -8381.03, -9809.17, 15125
1102, 1.3069, 7.17726, 6.70341, -0.343094, -0.293275, -2.13637, -686.188, -586.55, -4272.74, 1, 686.188, 576.74, 4272.74
1103, 7.25566, 5.2205, 9.6715, -2.74973, 8.67643, -0.58958, -5499.46, 17352.9, -1179.16, 1, 5499.46, -17362.7, 1179.16
1104, 9.32807, 0.918615, 3.85942, 3.05085, -13.9215, 10.3908, 6101.7, -27843, 20781.6, 1, -6101.7, 27833.2, -20781.6
1105, 6.29076, 2.01533, 9.89772, -0.0112493, 0.053228, 0.0346179, -22.4985, 106.456, 69.2358, 1, 22.4985, -116.266, -69.2358
1106, 2.161, 3.34205, 3.72314, 0.220723, -0.00212289, -0.140939, 441.446, -4.24578, -281.879, 1, -441.446, -5.56422, 281.879
1107, 7.30446, 6.19772, 5.37651, -4.48009, -1.31402, 4.76603, -8960.18, -2628.05, 9532.05, 1, 8960.18, 2618.24, -9532.05
1108, 2.11181, 3.45828, 1.80567, 5.52366, 3.63409, -5.44829, 11047.3, 7268.18, -10896.6, 1, -11047.3, -7277.99, 10896.6
1109, 8.02405, 3.48949, 5.70313, 37.7167, 7.85905, -21.347, 75433.4, 15718.1, -42694.1, 1, -75433.4, -15727.9, 42694.1
1110, 2.90685, 7.22103, 4.90334, -15.722, 87.529, 50.0235, -31444.1, 175058, 100047, 1, 31444.1, -175068, -100047
1111, 3.53278, 9.3081, 9.55545, 0.149415, -0.0553553, 0.122312, 298.83, -110.711, 244.624, 1, -298.83, 100.901, -244.624
1112, 2.08701, 9.86891, 1.8673, 0.0267833, -0.0706668, 0.273756, 53.5666, -141.334, 547.511, 1, -53.5666, 131.524, -547.511
1113, 7.97029, 6.32152, 4.24994, -463.29, -203.301, -767.474, -926579, -406603, -1.53495e+06, 1, 926579, 406593, 1.53495e+06
1114, 6.34262, 7.54558, 2.95773, 317.228, 3435.4, 1890.71, 634456, 6.8708e+06, 3.78142e+06, 1, -634456, -6.87081e+06, -3.78142e+06
1115, 1.27072, 0.724465, 6.38306, -1.77027, 0.403386, -0.441961, -3540.53, 806.772, -883.923, 1, 3540.53, -816.582, 883.923
1116, 0.885576, 3.00626, 0.747308, -17.9121, -22.6278, 6.99311, -35824.3, -45255.6, 13986.2, 1, 35824.3, 45245.8, -13986.2
1117, 3.901, 7.3629, 8.77074, -0.0932489, -0.146362, 0.372626, -186.498, -292.724, 745.253, 1, 186.498, 282.914, -745.253
1118, 0.463624, 8.99151, 8.0966, -0.91451, 1.14986, -1.00278, -1829.02, 2299.73, -2005.56, 1, 1829.02, -2309.54, 2005.56
1119, 9.31743, 7.76127, 2.71745, 5160.47, -8566.78, -1129.2, 1.03209e+07, -1.71336e+07, -2.2584e+06, 1, -1.03209e+07, 1.71335e+07, 2.2584e+06
1120, 6.79543, 2.62846, 4.21188, -715.497, 1701.28, -545.942, -1.43099e+06, 3.40255e+06, -1.09188e+06, 1, 1.43099e+06, -3.40256e+06, 1.09188e+06
1121, 4.50296, 7.80429, 1.02751, -0.197476, -0.125416, 0.0896535, -394.952, -250.832, 179.307, 1, 394.952, 241.022, -179.307
1122, 5.95019, 0.969273, 5.43261, 3.48305, -1.06584, 13.8235, 6966.11, -2131.68, 27647.1, 1, -6966.11, 2121.87, -27647.1
1123, 0.607671, 1.28632, 7.24673, -8.38029, 9.47687, -5.0812, -16760.6, 18953.7, -10162.4, 1, 16760.6, -18963.5, 10162.4
1124, 1.72629, 3.56462, 2.33903, 2.42164, -1.30863, 8.02679, 4843.28, -2617.26, 16053.6, 1, -4843.28, 2607.45, -16053.6
1125, 9.01885, 0.0303348, 1.8313, -0.0575795, 0.141483, 0.134916, -115.159, 282.966, 269.831, 1, 115.159, -292.776, -269.831
1126, 4.75381, 7.07659, 5.70775, 0.912709, 2.49712, -2.64249, 1825.42, 4994.25, -5284.97, 1, -1825.42, -5004.06, 5284.97
1127, 4.94311, 8.19296, 9.5577, 13.4167, 1.79235, 3.3539, 26833.3, 3584.69, 6707.8, 1, -26833.3, -3594.5, -6707.8
1128, 7.44715, 4.65439, 3.81577, -1.24042, 2.41523, 3.03907, -2480.84, 4830.46, 6078.15, 1, 2480.84, -4840.27, -6078.15
1129, 1.55134, 7.92217, 3.27491, 1.80397, -0.233166, 1.99508, 3607.95, -466.333, 3990.16, 1, -3607.95, 456.523, -3990.16
1130, 8.47151, 5.74424, 4.73179, 4.61277, -4.0007, 4.11732, 9225.54, -8001.39, 8234.64, 1, -9225.54, 7991.58, -8234.64
1131, 5.5005, 4.3423, 4.92182, 16.6922, 10.2101, -3.48417, 33384.4, 20420.3, -6968.34, 1, -33384.4, -20430.1, 6968.34
1132, 3.68739, 3.62926, 6.42832, -0.0140232, 0.228613, -0.287275, -28.0464, 457.226, -574.55, 1, 28.0464, -467.036, 574.55
1133, 3.20315, 0.961765, 1.77149, -0.435352, -0.150732, 0.523415, -870.705, -301.464, 1046.83, 1, 870.705, 291.654, -1046.83
1134, 9.86368, 7.78444, 7.15597, 0.366717, 0.26879, -0.0755645, 733.433, 537.58, -151.129, 1, -733.433, -547.39, 151.129
1135, 3.07628, 3.74502, 0.955135, -0.421793, -0.927348, -4.71672, -843.586, -1854.7, -9433.44, 1, 843.586, 1844.89, 9433.44
1136, 6.17342, 7.95686, 4.08644, -1.6659, 12.7123, -21.1797, -3331.81, 25424.6, -42359.4, 1, 3331.81, -25434.4, 42359.4
1137, 1.12991, 8.39909, 7.72065, -0.410957, 0.906238, 0.647947, -821.914, 1812.48, 1295.89, 1, 821.914, -1822.29, -1295.89
1138, 7.19873, 8.25377, 3.38188, -1.44728, 3.36002, -2.44838, -2894.56, 6720.05, -4896.75, 1, 2894.56, -6729.86, 4896.75
1139, 3.44984, 3.47299, 0.244818, -0.0575079, -0.0500399, -0.250013, -115.016, -100.08, -500.027, 1, 115.016, 90.2699, 500.027
1140, 5.50655, 4.93728, 2.27479, 1.9931, 1.6628, -1.50968, 3986.2, 3325.6, -3019.36, 1, -3986.2, -3335.41, 3019.36
1141, 6.39338, 7.62788, 9.50991, 12.5907, 11.1401, 0.588626, 25181.4, 22280.1, 1177.25, 1, -25181.4, -22290, -1177.25
1142, 0.945028, 3.34911, 4.70514, -0.387746, 0.0726577, 0.381544, -775.491, 145.315, 763.089, 1, 775.491, -155.125, -763.089
1143, 1.48349, 3.71669, 4.14541, -1.84341, -20.8707, -9.56298, -3686.83, -41741.5, -19126, 1, 3686.83, 41731.7, 19126
1144, 1.34948, 9.73924, 1.75603, 0.52997, 0.351843, -0.0457733, 1059.94, 703.686, -91.5466, 1, -1059.94, -713.496, 91.5466
1145, 7.19177, 0.773448, 1.17406, 3.21592, 5.38261, -0.594712, 6431.85, 10765.2, -1189.42, 1, -6431.85, -10775, 1189.42
1146, 3.34799, 5.11651, 5.95687, -3.37387, 0.239039, 31.6296, -6747.74, 478.077, 63259.1, 1, 6747.74, -487.887, -63259.1
1147, 4.07115, 1.607, 3.85393, 16.4109, -13.0802, 20.7433, 32821.7, -26160.5, 41486.6, 1, -32821.7, 26150.6, -41486.6
1148, 6.28813, 3.57435, 7.55295, 0.121185, 0.134945, -0.270683, 242.37, 269.89, -541.366, 1, -242.37, -279.7, 541.366
1149, 3.22363, 4.63891, 1.31542, 1.36527, 0.772141, 13.9406, 2730.54, 1544.28, 27881.2, 1, -2730.54, -1554.09, -27881.2
1150, 5.16247, 0.302787, 8.06341, 0.353124, -0.909363, -1.77038, 706.247, -1818.73, -3540.77, 1, -706.247, 1808.92, 3540.77
1151, 5.82733, 1.53912, 7.32902, -0.760799, 0.577441, 0.48955, -1521.6, 1154.88, 979.1, 1, 1521.6, -1164.69, -979.1
1152, 3.7878, 4.28878, 0.686329, 0.0767642, 0.0741958, -0.5453, 153.528, 148.392, -1090.6, 1, -153.528, -158.202, 1090.6
1153, 8.77282, 6.53428, 0.823923, 1253.21, -806.943, 1378.4, 2.50642e+06, -1.61389e+06, 2.7568e+06, 1, -2.50642e+06, 1.61388e+06, -2.7568e+06
1154, 2.9175, 3.71665, 1.73432, 589.993, 150.005, 315.926, 1.17999e+06, 300011, 631851, 1, -1.17999e+06, -300020, -631851
1155, 0.106789, 6.84451, 6.69552, -0.0347427, -0.00225848, -0.00649325, -69.4855, -4.51697, -12.9865, 1, 69.4855, -5.29303, 12.9865
1156, 6.38167, 7.31937, 2.75684, 2447.53, 1115.45, -4987.42, 4.89505e+06, 2.23089e+06, -9.97485e+06, 1, -4.89505e+06, -2.2309e+06, 9.97485e+06
1157, 9.25345, 0.693792, 9.44423, 1.14097, -1.41088, 4.01508, 2281.93, -2821.75, 8030.17, 1, -2281.93, 2811.94, -8030.17
1158, 3.23545, 9.76416, 8.26392, -0.154366, 0.197155, 0.377002, -308.731, 394.309, 754.004, 1, 308.731, -404.119, -754.004
1159, 8.35072, 9.5384, 2.95191, -0.275576, -2.22202, -1.16376, -551.152, -4444.04, -2327.52, 1, 551.152, 4434.23, 2327.52
1160, 8.27298, 6.24903, 8.06748, 0.260847, -0.0557352, -0.427351, 521.694, -111.47, -854.702, 1, -521.694, 101.66, 854.702
1161, 1.10402, 1.57762, 2.08049, 1.00703, -2.93885, -1.02836, 2014.06, -5877.69, -2056.72, 1, -2014.06, 5867.88, 2056.72
1162, 0.0768796, 0.860862, 1.89555, -0.0569115, -0.0450689, 0.0504246, -113.823, -90.1378, 100.849, 1, 113.823, 80.3278, -100.849
1163, 4.74833, 5.51513, 8.62523, 0.0403494, 0.111393, -0.123412, 80.6988, 222.786, -246.824, 1, -80.6988, -232.596, 246.824
1164, 0.917754, 2.7774, 5.10409, -0.0768472, -0.0431638, 0.123409, -153.694, -86.3276, 246.818, 1, 153.694, 76.5176, -246.818
1165, 3.28059, 9.93675, 2.70215, 117.497, 148.988, -153.379, 234995, 297977, -306757, 1, -234995, -297987, 306757
1166, 8.67222, 5.40254, 2.17238, -3.06804, 6.69526, 0.955224, -6136.08, 13390.5, 1910.45, 1, 6136.08, -13400.3, -1910.45
1167, 8.72585, 4.27291, 6.32582, 0.0105355, 0.589326, 0.562139, 21.0711, 1178.65, 1124.28, 1, -21.0711, -1188.46, -1124.28
1168, 2.56236, 7.18195, 2.21605, 9397.07, 973.711, 1271.16, 1.87941e+07, 1.94742e+06, 2.54232e+06, 1, -1.87941e+07, -1.94743e+06, -2.54232e+06
1169, 0.871848, 5.76331, 3.35789, 4.0942, 16.4824, 9.05511, 8188.41, 32964.7, 18110.2, 1, -8188.41, -32974.5, -18110.2
1170, 8.88713, 5.3474, 9.40959, -0.344961, -0.0369891, -0.150139, -689.923, -73.9783, -300.279, 1, 689.923, 64.1683, 300.279
1171, 2.47843, 5.20571, 5.91543, 2.94194, -0.568286, -2.0034, 5883.88, -1136.57, -4006.8, 1, -5883.88, 1126.76, 4006.8
1172, 1.8598, 7.1721, 7.11025, -2.51915, -3.63488, 1.47338, -5038.3, -7269.76, 2946.76, 1, 5038.3, 7259.95, -2946.76
1173, 1.32825, 1.2509, 7.12072, -1653, 2142.18, 382.188, -3.306e+06, 4.28435e+06, 764375, 1, 3.306e+06, -4.28436e+06, -764375
1174, 1.58775, 4.00203, 3.48015, 0.608508, 0.237238, -1.32468, 1217.02, 474.476, -2649.37, 1, -1217.02, -484.286, 2649.37
1175, 4.99917, 0.137636, 0.381821, -0.0189834, -0.475445, -0.152706, -37.9667, -950.889, -305.411, 1, 37.9667, 941.079, 305.411
1176, 1.74313, 2.7361, 6.19621, -0.680481, 0.0530259, -0.227101, -1360.96, 106.052, -454.202, 1, 1360.96, -115.862, 454.202
1177, 9.39326, 7.56731, 8.24412, 0.580478, -0.675381, 0.861694, 1160.96, -1350.76, 1723.39, 1, -1160.96, 1340.95, -1723.39
1178, 8.76061, 2.59318, 6.76727, -0.288444, 0.191304, 0.0589862, -576.889, 382.609, 117.972, 1, 576.889, -392.419, -117.972
1179, 2.2807, 7.63743, 2.86584, 4.32679, -1.4545, -6.88665, 8653.59, -2909, -13773.3, 1, -8653.59, 2899.19, 13773.3
1180, 1.51471, 2.84679, 4.72989, 0.265511, -0.350252, 0.187879, 531.021, -700.504, 375.757, 1, -531.021, 690.694, -375.757
1181, 1.1829, 5.15854, 2.52033, 0.929586, 0.115083, 1.02519, 1859.17, 230.165, 2050.38, 1, -1859.17, -239.975, -2050.38
1182, 9.72117, 4.52656, 9.499, 1.56774, 0.621487, 1.15693, 3135.48, 1242.97, 2313.86, 1, -3135.48, -1252.78, -2313.86
1183, 5.86073, 3.49685, 3.69742, -4.93059, 2.3431, -1.68348, -9861.19, 4686.2, -3366.96, 1, 9861.19, -4696.01, 3366.96
1184, 9.5223, 3.32826, 9.07701, 498.34, 55.1284, 156.275, 996681, 110257, 312550, 1, -996681, -110267, -312550
1185, 4.41279, 9.06086, 8.43782, -1.41571, 1.93072, 1.61281, -2831.42, 3861.45, 3225.61, 1, 2831.42, -3871.26, -3225.61
1186, 2.04668, 4.67878, 2.02091, -0.0832019, -0.142522, 1.18864, -166.404, -285.044, 2377.29, 1, 166.404, 275.234, -2377.29
1187, 2.97163, 9.51388, 3.31158, 1.55539, 53.1911, -47.1338, 3110.77, 106382, -94267.5, 1, -3110.77, -106392, 94267.5
1188, 2.96801, 6.8174, 0.216097, 196.79, -204.257, 138.899, 393580, -408515, 277797, 1, -393580, 408505, -277797
1189, 2.30604, 6.44691, 3.80287, -1.51847, 8.26261, 10.3466, -3036.95, 16525.2, 20693.3, 1, 3036.95, -16535, -20693.3
1190, 9.93257, 7.02077, 6.96236, 0.156252, -0.14266, 0.0740917, 312.503, -285.319, 148.183, 1, -312.503, 275.509, -148.183
1191, 5.4364, 8.72297, 2.80017, -0.185891, -0.0800185, -1.06046, -371.782, -160.037, -2120.93, 1, 371.782, 150.227, 2120.93
1192, 2.67588, 6.54601, 1.90765, -2.16505, -6.15464, -13.0147, -4330.1, -12309.3, -26029.3, 1, 4330.1, 12299.5, 26029.3
1193, 4.0984, 6.5416, 8.76323, 0.776233, -0.160171, 1.28125, 1552.47, -320.342, 2562.49, 1, -1552.47, 310.532, -2562.49
1194, 6.55875, 5.67819, 3.09505, -0.177369, -0.12127, -0.0800001, -354.739, -242.539, -160, 1, 354.739, 232.729, 160
1195, 4.41845, 2.15511, 5.18259, 0.805806, -1.76293, 3.14177, 1611.61, -3525.87, 6283.53, 1, -1611.61, 3516.06, -6283.53
1196, 5.20526, 4.98751, 2.47552, -3.19987, -0.647514, 0.381982, -6399.73, -1295.03, 763.964, 1, 6399.73, 1285.22, -763.964
1197, 4.26485, 5.3579, 6.5625, 0.112475, 0.0549292, 1.04816, 224.95, 109.858, 2096.32, 1, -224.95, -119.668, -2096.32
1198, 2.79992, 0.301475, 7.17336, 0.224707, 0.183573, 1.5671, 449.415, 367.145, 3134.19, 1, -449.415, -376.955, -3134.19
1199, 6.22808, 4.91111, 9.80535, -3.93602, 0.756666, 1.34703, -7872.03, 1513.33, 2694.06, 1, 7872.03, -1523.14, -2694.06
1200, 1.33395, 5.33283, 7.90828, -0.428247, -0.162807, 0.284399, -856.495, -325.614, 568.797, 1, 856.495, 315.804, -568.797
1201, 7.65499, 7.69256, 1.43926, -0.341535, 1.40602, 0.599912, -683.071, 2812.05, 1199.82, 1, 683.071, -2821.86, -1199.82
1202, 4.12222, 5.22628, 3.98133, 54.6143, 70.1084, -3.60686, 109229, 140217, -7213.72, 1, -109229, -140227, 7213.72
1203, 3.49728, 2.9288, 5.66285, 8.8442, 33.0193, -13.013, 17688.4, 66038.7, -26026, 1, -17688.4, -66048.5, 26026
1204, 6.72779, 8.94215, 0.424427, 0.656257, 0.604093, -1.13187, 1312.51, 1208.19, -2263.74, 1, -1312.51, -1218, 2263.74
1205, 3.97653, 8.08427, 3.98249, -2.27913, 0.174826, 0.910108, -4558.26, 349.653, 1820.22, 1, 4558.26, -359.463, -1820.22
1206, 5.10256, 0.0634338, 9.79454, -0.0160801, -0.068986, 0.0422142, -32.1603, -137.972, 84.4284, 1, 32.1603, 128.162, -84.4284
1207, 5.9034, 1.41205, 3.44188, -0.197768, 0.257077, -0.00745682, -395.536, 514.154, -14.9136, 1, 395.536, -523.964, 14.9136
1208, 8.90531, 2.02323, 8.18243, -1.2085, -4.23283, -1.70381, -2417, -8465.66, -3407.63, 1, 2417, 8455.85, 3407.63
1209, 2.38462, 4.98502, 7.6753, 0.674137, -0.102801, 0.783922, 1348.27, -205.603, 1567.84, 1, -1348.27, 195.793, -1567.84
1210, 8.46414, 4.2078, 2.33185, 0.407616, 0.483249, 0.667138, 815.232, 966.497, 1334.28, 1, -815.232, -976.307, -1334.28
1211, 5.05977, 4.15235, 8.11148, -0.597652, 0.044299, 1.05084, -1195.3, 88.598, 2101.69, 1, 1195.3, -98.408, -2101.69
1212, 4.09033, 2.09226, 1.24384, -7.12288, -2.55785, 6.08906, -14245.8, -5115.69, 12178.1, 1, 14245.8, 5105.88, -12178.1
1213, 7.14322, 1.79774, 8.06964, -38.23, 20.1349, -12.8261, -76459.9, 40269.9, -25652.2, 1, 76459.9, -40279.7, 25652.2
1214, 3.8322, 9.8938, 1.86246, -0.865998, 2.11779, 1.05395, -1732, 4235.59, 2107.9, 1, 1732, -4245.4, -2107.9
